SOC,OCV
1.0000000000000036, 2.5025865658215585
2.0000000000000018, 2.667742459297122
3.0000000000000018, 2.7976650954978983
4.0000000000000036, 2.898960710162911
5.000000000000007, 2.978235539031181
6.0000000000000036, 3.050904132160429
7.0000000000000036, 3.0993498609132604
8, 3.136785196767722
9.000000000000004, 3.1676142968831607
10, 3.1874330041002286
11.000000000000004, 3.1984433969985986
12, 3.2050496327376217
13, 3.2072517113172956
14.000000000000004, 3.2050496327376212
15, 3.213857947056318
16.000000000000004, 3.213857947056318
17, 3.213857947056318
18.000000000000004, 3.213857947056318
19.000000000000004, 3.2116558684766443
20, 3.2094537898969695
21, 3.2160600256359917
22, 3.220464182795341
23.000000000000007, 3.220464182795341
24, 3.227070418534363
25, 3.2292724971140374
26.000000000000007, 3.233676654273386
27.000000000000007, 3.2380808114327335
28.000000000000007, 3.2402828900124083
29.000000000000007, 3.2446870471717566
30.000000000000007, 3.2490912043311053
31, 3.253495361490453
32, 3.2556974400701275
33, 3.257899518649802
34.000000000000014, 3.2601015972294753
35, 3.260101597229476
36, 3.26230367580915
37.00000000000001, 3.266707832968498
38.000000000000014, 3.2667078329684984
39.00000000000001, 3.268909911548173
40, 3.268909911548173
41.00000000000001, 3.268909911548172
42.00000000000001, 3.2711119901278467
43.00000000000001, 3.2755161472871954
44.00000000000001, 3.2755161472871945
45.000000000000014, 3.2777182258668693
46.00000000000001, 3.2799203044465437
47.00000000000001, 3.2755161472871945
48.00000000000001, 3.2755161472871945
49.00000000000001, 3.2777182258668693
50.00000000000001, 3.2777182258668693
51.00000000000001, 3.2777182258668693
52, 3.2777182258668693
53, 3.2777182258668693
54.00000000000003, 3.2777182258668693
55.000000000000014, 3.2777182258668693
56.000000000000014, 3.2777182258668693
57.000000000000014, 3.277718225866869
58.000000000000014, 3.2799203044465437
59.00000000000003, 3.279920304446544
60.000000000000014, 3.279920304446544
61.000000000000014, 3.2799203044465437
62.00000000000003, 3.2821223830262176
63.000000000000014, 3.2821223830262176
64.00000000000001, 3.28872861876524
65.00000000000003, 3.2887286187652403
66.00000000000001, 3.2887286187652403
67.00000000000001, 3.28872861876524
68.00000000000003, 3.2909306973449137
69.00000000000001, 3.2909306973449137
70.00000000000003, 3.295334854504263
71.00000000000001, 3.295334854504263
72.00000000000001, 3.2975369330839364
73.00000000000003, 3.301941090243285
74.00000000000003, 3.299739011663611
75.00000000000001, 3.2997390116636116
76.00000000000001, 3.301941090243285
77.00000000000003, 3.301941090243285
78.00000000000001, 3.301941090243285
79.00000000000001, 3.304143168822959
80.00000000000001, 3.3063452474026334
81.00000000000001, 3.306345247402633
82.00000000000001, 3.3085473259823077
83.00000000000001, 3.3085473259823077
84.00000000000003, 3.3129514831416556
85.00000000000003, 3.3151535617213304
87.00000000000003, 3.319557718880678
88.00000000000001, 3.3239618760400265
89.00000000000003, 3.323961876040027
90.00000000000001, 3.328366033199375
91.00000000000001, 3.334972268938398
92.00000000000003, 3.3415785046774205
94.00000000000001, 3.372407604792859
95.00000000000003, 3.398832547748949
96.00000000000001, 3.4384699621830843
97.00000000000001, 3.4692990622985227
98.00000000000001, 3.50453231957331
99.00000000000003, 3.546371812587119
100.00000000000003, 3.570594676963535
